name,date,price,year,month,day,stock_id,log_return
vcb,2022-06-15,76500,2022,6,15,3,-0.006514681021193642
vcb,2022-06-16,79100,2022,6,16,3,0.033422133941118135
vcb,2022-06-17,76100,2022,6,17,3,-0.03866460990596808
vcb,2022-06-20,76000,2022,6,20,3,-0.0013149245813090288
vcb,2022-06-21,77700,2022,6,21,3,0.022121917087270692
vcb,2022-06-22,76000,2022,6,22,3,-0.02212191708727071
vcb,2022-06-23,75900,2022,6,23,3,-0.001316655884746785
vcb,2022-06-24,75000,2022,6,24,3,-0.011928570865273845
vcb,2022-06-27,74900,2022,6,27,3,-0.0013342230131366103
vcb,2022-06-28,76300,2022,6,28,3,0.01851904776723753
vcb,2022-06-29,75500,2022,6,29,3,-0.010540282035432271
vcb,2022-06-30,74800,2022,6,30,3,-0.009314771274547485
vcb,2022-07-01,74000,2022,7,1,3,-0.01075279177626185
vcb,2022-07-04,74100,2022,7,4,3,0.0013504390978715467
vcb,2022-07-05,74000,2022,7,5,3,-0.0013504390978714624
vcb,2022-07-06,72800,2022,7,6,3,-0.01634913800152941
vcb,2022-07-07,75500,2022,7,7,3,0.036416701052338823
vcb,2022-07-08,74000,2022,7,8,3,-0.020067563050809256
vcb,2022-07-11,72000,2022,7,11,3,-0.027398974188114388
vcb,2022-07-12,71900,2022,7,12,3,-0.0013898542890543016
