"Date","Price","Open","High","Low","Vol.","Change %"
"03/22/2021","75,096","74,322","75,484","73,858","2.43M","2.97%"
"03/19/2021","72,929","75,174","75,174","72,929","2.04M","-3.38%"
"03/18/2021","75,484","74,477","75,484","73,935","2.05M","1.99%"
"03/17/2021","74,013","73,935","74,167","73,548","1.58M","-0.10%"
"03/16/2021","74,090","74,322","74,322","73,626","836.80K","-0.62%"
"03/15/2021","74,555","74,322","75,096","73,935","1.84M","0.52%"
"03/12/2021","74,167","74,555","74,709","73,161","1.61M","-0.52%"
"03/11/2021","74,555","74,167","74,942","74,167","1.29M","0.84%"
"03/10/2021","73,935","73,548","74,167","72,774","1.36M","0.53%"
"03/09/2021","73,548","73,548","73,548","72,077","1.72M","-0.21%"
"03/08/2021","73,703","75,096","75,096","73,548","1.92M","-1.24%"
"03/05/2021","74,632","75,174","75,251","73,548","2.12M","-0.93%"
"03/04/2021","75,329","76,335","77,032","72,077","1.43M","-1.12%"
"03/03/2021","76,180","76,103","76,955","76,025","1.17M","-0.91%"
"03/02/2021","76,877","77,419","78,813","75,871","1.52M","0.10%"
"03/01/2021","76,800","76,025","76,877","76,025","1.16M","1.02%"
"02/26/2021","76,025","75,329","76,645","75,096","1.37M","0.00%"
"02/25/2021","76,025","76,645","77,032","75,561","1.14M","0.10%"
"02/24/2021","75,948","77,806","78,193","74,709","1.61M","-1.90%"
"02/23/2021","77,419","77,419","78,193","76,800","1.84M","-0.60%"
"02/22/2021","77,884","77,806","78,967","77,651","1.77M","-0.69%"
"02/19/2021","78,425","76,800","78,735","76,722","2.36M","-0.69%"
"02/18/2021","78,967","76,645","78,967","75,871","2.16M","2.00%"
"02/17/2021","77,419","75,484","77,419","75,484","1.35M","2.88%"
"02/09/2021","75,251","75,096","75,406","72,077","3.80M","3.29%"
"02/08/2021","72,851","76,645","77,264","72,077","3.70M","-5.90%"
"02/05/2021","77,419","76,567","77,419","75,793","1.15M","1.11%"
"02/04/2021","76,567","76,567","76,645","72,696","1.23M","0.00%"
"02/03/2021","76,567","75,793","76,645","74,787","1.86M","2.49%"
"02/02/2021","74,709","71,226","74,864","71,226","1.36M","5.93%"
"02/01/2021","70,529","74,322","74,322","70,451","1.67M","-2.04%"
"01/29/2021","72,000","66,193","75,019","66,193","1.73M","2.65%"
"01/28/2021","70,142","71,226","72,232","70,142","1.54M","-6.98%"
"01/27/2021","75,406","76,722","77,419","72,696","2.00M","-3.47%"
"01/26/2021","78,116","79,355","79,355","76,645","1.24M","-1.56%"
"01/25/2021","79,355","78,271","79,742","78,271","926.25K","-0.49%"
"01/22/2021","79,742","79,742","80,516","78,967","1.62M","0.00%"
"01/21/2021","79,742","76,722","79,742","75,871","1.64M","3.94%"
"01/20/2021","76,722","76,645","81,987","75,871","2.67M","0.10%"
"01/19/2021","76,645","79,819","79,974","74,400","1.44M","-4.16%"
"01/18/2021","79,974","80,129","81,290","79,742","1.35M","0.10%"
"01/15/2021","79,896","81,135","81,213","79,355","1.40M","-0.67%"
"01/14/2021","80,438","81,290","81,445","79,974","1.06M","-0.86%"
"01/13/2021","81,135","81,755","82,142","80,516","1.36M","-0.76%"
"01/12/2021","81,755","81,755","81,755","80,671","810.13K","1.05%"
"01/11/2021","80,903","80,980","81,832","80,593","1.08M","-0.29%"
"01/08/2021","81,135","83,613","83,613","80,903","1.23M","-2.06%"
"01/07/2021","82,838","80,516","84,000","80,516","1.13M","1.90%"
"01/06/2021","81,290","77,032","82,219","76,877","2.65M","5.74%"
"01/05/2021","76,877","76,645","77,884","76,645","943.22K","0.30%"
"01/04/2021","76,645","75,871","77,264","75,329","1.09M","1.12%"
"12/31/2020","75,793","75,793","76,645","75,096","468.47K","0.00%"
"12/30/2020","75,793","76,800","77,109","75,484","650.14K","-1.31%"
"12/29/2020","76,800","75,871","77,264","75,716","888.75K","1.22%"
"12/28/2020","75,871","75,871","76,025","75,329","1.07M","0.41%"
"12/25/2020","75,561","75,096","75,561","74,864","401.89K","0.31%"
"12/24/2020","75,329","75,793","75,793","74,322","1.04M","-0.21%"
"12/23/2020","75,484","75,484","76,258","75,019","850.31K","-0.41%"
"12/22/2020","75,793","75,871","75,948","75,484","955.52K","-1.01%"
"12/21/2020","76,567","76,567","76,645","75,329","889.41K","0.82%"
"12/18/2020","75,948","73,721","75,948","73,721","1.34M","3.02%"
"12/17/2020","73,721","75,718","75,718","72,953","2.94M","-3.90%"
"12/16/2020","76,716","75,641","76,716","75,103","945.13K","2.15%"
"12/15/2020","75,103","76,025","76,639","74,105","1.83M","-2.10%"
"12/14/2020","76,716","74,643","76,716","73,644","1.19M","2.78%"
"12/11/2020","74,643","74,643","74,719","73,644","990.42K","0.00%"
"12/10/2020","74,643","74,105","75,027","74,028","1.66M","0.73%"
"12/09/2020","74,105","71,878","74,105","71,571","1.53M","3.65%"
"12/08/2020","71,494","71,417","72,108","70,265","896.80K","0.00%"
"12/07/2020","71,494","70,189","71,648","70,189","1.21M","2.20%"
"12/04/2020","69,958","71,571","71,801","69,958","1.10M","-2.57%"
"12/03/2020","71,801","71,801","72,108","70,957","940.11K","0.00%"
"12/02/2020","71,801","70,649","71,801","70,265","952.80K","1.63%"
"12/01/2020","70,649","69,651","71,571","69,651","1.48M","-1.08%"
"11/30/2020","71,417","71,955","72,185","70,265","1.85M","-1.59%"
"11/27/2020","72,569","72,185","72,569","71,571","1.54M","0.53%"
"11/26/2020","72,185","71,801","72,185","71,110","891.10K","0.53%"
"11/25/2020","71,801","71,033","72,339","70,880","1.39M","1.19%"
"11/24/2020","70,957","70,649","70,957","69,728","1.27M","0.87%"
"11/23/2020","70,342","70,726","70,957","69,881","827.91K","-0.97%"
"11/20/2020","71,033","69,881","71,033","69,190","1.57M","2.55%"
"11/19/2020","69,267","67,347","69,267","67,117","3.30M","2.97%"
"11/18/2020","67,270","67,270","67,347","66,810","1.16M","0.00%"
"11/17/2020","67,270","65,888","67,270","65,658","699.57K","2.10%"
"11/16/2020","65,888","66,963","67,424","65,274","1.60M","-1.27%"
"11/13/2020","66,733","66,503","66,733","66,195","533.16K","0.58%"
"11/12/2020","66,349","65,811","66,426","65,735","517.23K","1.77%"
"11/11/2020","65,197","65,658","66,503","65,197","1.32M","-0.24%"
"11/10/2020","65,351","66,119","67,040","65,351","1.93M","-0.47%"
"11/09/2020","65,658","65,274","65,888","65,120","1.28M","0.59%"
"11/06/2020","65,274","65,351","65,351","64,506","412.35K","0.00%"
"11/05/2020","65,274","65,658","65,658","65,120","648.16K","0.00%"
"11/04/2020","65,274","65,274","65,658","64,736","503.59K","0.00%"
"11/03/2020","65,274","65,888","65,965","65,043","393.71K","-0.93%"
"11/02/2020","65,888","63,738","65,888","63,738","467.40K","3.37%"
"10/30/2020","63,738","64,199","64,813","63,584","1.39M","-0.72%"
"10/29/2020","64,199","64,813","65,120","64,122","975.78K","-0.71%"
"10/28/2020","64,660","66,042","66,426","64,122","1.11M","-2.09%"
"10/27/2020","66,042","66,042","67,040","65,658","1.49M","0.00%"
"10/26/2020","66,042","67,194","67,424","66,042","1.16M","-1.71%"
"10/23/2020","67,194","66,733","67,194","66,579","839.39K","1.04%"
"10/22/2020","66,503","66,119","66,503","65,351","1.69M","0.47%"
"10/21/2020","66,195","67,424","68,038","65,965","1.85M","-1.71%"
"10/20/2020","67,347","66,810","67,424","66,733","1.37M","0.23%"
"10/19/2020","67,194","67,578","67,808","67,194","1.34M","-0.79%"
"10/16/2020","67,731","67,962","68,038","67,194","853.45K","-0.45%"
